url,source,headline_raw,headline_repaired,headline_clean,article_date,label,char_count,word_count
https://www.foxnews.com/us/seven-deadly-sins-biker-gang-founder-kills-7-people-dog.print,FoxNews,?€?Seven Deadly Sins?€? biker gang founder kills seven people and dog,Seven Deadly Sins' biker gang founder kills seven people and dog,seven deadly sins' biker gang founder kill seven people dog,2024-09-14T06:00:47-04:00,1,64,10
https://www.foxnews.com/politics/trump-indicted-second-time-election-subversion-case-brought-special-counsel-jack-smith.print,FoxNews,Trump indicted a second time in election subversion case brought by special counsel Jack Smith,Trump indicted a second time in election subversion case brought by special counsel Jack Smith,trump indicted second time election subversion case brought special counsel jack smith,2024-08-27T16:37:07-04:00,1,94,12
https://www.foxnews.com/sports/san-jose-state-police-battle-womens-volleyball-transgender-culture-war,FoxNews,Inside San Jose State's police battle to protect women's athletes threatened by a transgender culture war,Inside San Jose State's police battle to protect women's athletes threatened by a transgender culture war,inside san jose state police battle protect womens athlete threatened transgender culture war,2024-10-18T12:31:29-04:00,1,105,13
https://www.foxnews.com/politics/power-rankings-trump-maintains-lead-two-top-issues-ahead-vp-debate,FoxNews,Fox News Power Rankings: Trump maintains lead on 2 top issues ahead of VP debate,Fox News Power Rankings: Trump maintains lead on 2 top issues ahead of VP debate,fox news power ranking trump maintains lead 2 top issue ahead vp debate,2024-10-01T08:57:08-04:00,1,80,13
https://www.foxnews.com/entertainment/kate-moss-50-victorias-secret-fashion-show-surprise-appearance-daughter-lila-22,FoxNews,"Kate Moss, 50, takes Victoria's Secret fashion show by storm in surprise appearance with daughter Lila, 22","Kate Moss, 50, takes Victoria's Secret fashion show by storm in surprise appearance with daughter Lila, 22",kate moss 50 take victoria secret fashion show storm surprise appearance daughter lila 22,2024-10-16T12:00:38-04:00,1,106,14
https://www.foxnews.com/politics/5-more-house-democrats-call-biden-drop-out#&_intcmp=fnhpbt5,FoxNews,"Five more House Democrats call on Biden to drop out, third US senator","Five more House Democrats call on Biden to drop out, third US senator",five house democrat call biden drop third u senator,2024-07-19T11:14:57-04:00,1,69,9
https://www.foxnews.com/politics/riley-gaines-visits-rnc-message-new-york-ag-letitia-james-democrats-claiming-party-women.print,FoxNews,"Riley Gaines visits RNC with message for New York AG Letitia James, Democrats claiming to be party for women","Riley Gaines visits RNC with message for New York AG Letitia James, Democrats claiming to be party for women",riley gaines visit rnc message new york ag letitia james democrat claiming party woman,2024-07-17T14:15:22-04:00,1,108,14
https://www.foxnews.com/entertainment/hilary-duff-how-i-met-your-father-series-sequel-hulu,FoxNews,Hilary Duff lands ?€?How I Met Your Father?€? series sequel role for Hulu,Hilary Duff lands How I Met Your Father series sequel role for Hulu,hilary duff land met father series sequel role hulu,2021-04-21T17:39:59-04:00,1,67,9
https://www.foxnews.com/politics/flashback-harris-campaign-senior-adviser-several-insensitive-comments-women-gay-people,FoxNews,"FLASHBACK: New Harris campaign senior adviser made several insensitive comments about women, gay people","FLASHBACK: New Harris campaign senior adviser made several insensitive comments about women, gay people",flashback new harris campaign senior adviser made several insensitive comment woman gay people,2024-07-26T12:21:59-04:00,1,103,13
https://www.foxnews.com/politics/michigan-becomes-top-gop-senate-target-mike-rogers-ties-dem-opponent-among-older-voters,FoxNews,Michigan becomes a top GOP Senate target as Mike Rogers ties with Dem opponent among older voters,Michigan becomes a top GOP Senate target as Mike Rogers ties with Dem opponent among older voters,michigan becomes top gop senate target mike rogers tie dem opponent among older voter,2024-09-02T04:00:48-04:00,1,97,14
